,возраст,профессия,семейное_положение,образование,кредит_дефолт,жилищный_кредит,кредит,взаимодействие,контакт_месяц,контакт_день_недели,контакт_количество,контакт_период,контакт_прошлый_количество,контакт_прошлый_исход,контакт_исход,Id
30431,55,пенсионер,женат/замужем,неоконченное среднее,N/A,1,1,мобильный,8,ср,3,999,0,-,0,30431
30432,48,администриратор,женат/замужем,среднее,0,1,0,мобильный,7,вт,1,999,0,-,1,30432
30433,46,менеджмент,женат/замужем,неоконченное среднее,0,0,0,домашний,5,пт,1,999,0,-,0,30433
30434,44,сфера услуг,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,пн,5,999,0,-,0,30434
30435,42,менеджмент,разведен,высшее,0,1,0,домашний,5,пн,2,999,0,-,0,30435
30436,38,администриратор,разведен,среднее,0,0,0,мобильный,5,чт,1,999,0,-,0,30436
30437,34,администриратор,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,ср,2,999,0,-,0,30437
30438,23,техник/механик,не женат/не замужем,среднее,0,1,0,мобильный,5,вт,3,999,0,-,0,30438
30439,36,домохозяйка,разведен,неоконченное среднее,N/A,0,0,домашний,5,ср,2,999,0,-,0,30439
30440,37,техник/механик,не женат/не замужем,специальное,0,0,1,мобильный,5,пт,6,999,0,-,0,30440
30441,24,администриратор,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,пт,6,999,0,-,0,30441
30442,27,сфера услуг,не женат/не замужем,среднее,0,1,1,мобильный,7,ср,2,999,0,-,0,30442
30443,80,рабочий,женат/замужем,среднее,0,0,0,мобильный,4,пт,6,999,3,0,0,30443
30444,35,сфера услуг,не женат/не замужем,среднее,N/A,1,1,мобильный,7,чт,1,999,0,-,0,30444
30445,36,менеджмент,женат/замужем,среднее,0,0,0,домашний,5,ср,1,999,0,-,0,30445
30446,34,техник/механик,разведен,N/A,0,1,0,домашний,7,вт,3,999,0,-,0,30446
30447,40,техник/механик,не женат/не замужем,высшее,0,0,0,домашний,5,ср,1,999,0,-,0,30447
30448,42,сфера услуг,женат/замужем,неоконченное среднее,0,0,0,домашний,6,ср,1,999,0,-,0,30448
30449,30,администриратор,женат/замужем,среднее,0,1,0,мобильный,6,пт,1,12,1,1,1,30449
30450,39,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,ср,1,999,1,0,0,30450
30451,57,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,5,пт,3,999,0,-,0,30451
30452,29,сфера услуг,женат/замужем,среднее,N/A,1,0,мобильный,5,вт,1,999,1,0,0,30452
30453,36,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,7,вт,40,999,0,-,0,30453
30454,51,безработный,женат/замужем,среднее,0,N/A,N/A,домашний,9,пт,1,999,2,0,0,30454
30455,44,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,11,пн,3,999,0,-,0,30455
30456,35,администриратор,женат/замужем,среднее,0,0,0,мобильный,11,чт,1,999,0,-,0,30456
30457,57,администриратор,женат/замужем,высшее,N/A,1,0,мобильный,7,пн,24,999,0,-,0,30457
30458,35,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,чт,2,999,0,-,0,30458
30459,53,самозанятый,женат/замужем,неоконченное среднее,0,0,0,мобильный,11,чт,2,999,0,-,0,30459
30460,34,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,домашний,5,чт,1,999,0,-,0,30460
30461,35,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,8,пт,1,999,0,-,0,30461
30462,29,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,ср,2,999,1,0,0,30462
30463,34,техник/механик,женат/замужем,специальное,0,1,0,мобильный,5,вт,1,999,1,0,0,30463
30464,32,техник/механик,не женат/не замужем,среднее,0,1,0,мобильный,8,пн,3,999,0,-,1,30464
30465,55,администриратор,женат/замужем,среднее,N/A,0,0,мобильный,11,пн,1,999,1,0,0,30465
30466,57,техник/механик,женат/замужем,высшее,0,0,0,мобильный,4,пн,2,999,0,-,0,30466
30467,51,предприниматель,женат/замужем,неоконченное среднее,N/A,0,0,домашний,5,пт,3,999,0,-,0,30467
30468,55,предприниматель,женат/замужем,высшее,N/A,1,1,мобильный,11,чт,2,999,0,-,0,30468
30469,26,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,11,пн,2,999,2,0,0,30469
30470,47,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,4,вт,2,999,0,-,0,30470
30471,49,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,4,пт,2,999,0,-,0,30471
30472,54,техник/механик,не женат/не замужем,высшее,N/A,0,0,домашний,5,пн,2,999,0,-,0,30472
30473,46,рабочий,женат/замужем,специальное,0,0,0,домашний,8,пн,3,999,0,-,0,30473
30474,39,пенсионер,не женат/не замужем,среднее,0,0,0,домашний,5,вт,4,999,0,-,0,30474
30475,29,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,5,чт,1,999,1,0,1,30475
30476,45,администриратор,женат/замужем,высшее,0,1,0,мобильный,5,пт,1,999,0,-,0,30476
30477,56,сфера услуг,женат/замужем,среднее,0,0,0,мобильный,8,чт,1,999,0,-,0,30477
30478,52,техник/механик,женат/замужем,специальное,0,0,0,мобильный,7,вт,1,999,0,-,0,30478
30479,25,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,7,вт,1,999,0,-,0,30479
30480,29,техник/механик,женат/замужем,высшее,0,0,0,домашний,5,пт,3,999,0,-,0,30480
30481,40,техник/механик,женат/замужем,специальное,0,0,0,мобильный,8,пн,3,999,0,-,0,30481
30482,30,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,7,чт,1,3,2,1,0,30482
30483,42,администриратор,женат/замужем,среднее,0,0,0,мобильный,4,пт,2,999,0,-,0,30483
30484,44,техник/механик,женат/замужем,специальное,0,1,0,домашний,5,пн,3,999,0,-,0,30484
30485,50,администриратор,женат/замужем,неоконченное среднее,0,0,0,домашний,5,пн,1,999,0,-,0,30485
30486,45,рабочий,разведен,неоконченное среднее,N/A,1,0,мобильный,11,пн,1,999,0,-,0,30486
30487,40,рабочий,разведен,неоконченное среднее,0,0,0,домашний,6,вт,1,999,0,-,0,30487
30488,41,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,чт,1,999,0,-,0,30488
30489,37,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,пт,3,999,1,0,0,30489
30490,40,администриратор,женат/замужем,среднее,0,0,1,домашний,7,ср,1,999,0,-,0,30490
30491,40,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,чт,2,999,1,0,0,30491
30492,30,сфера услуг,женат/замужем,среднее,N/A,0,1,мобильный,5,ср,2,999,0,-,0,30492
30493,37,рабочий,N/A,неоконченное среднее,N/A,0,0,домашний,6,пн,4,999,0,-,0,30493
30494,34,сфера услуг,женат/замужем,среднее,0,0,0,мобильный,5,чт,3,999,0,-,0,30494
30495,37,администриратор,женат/замужем,высшее,0,1,1,мобильный,5,ср,7,999,0,-,0,30495
30496,25,учащийся,не женат/не замужем,высшее,0,1,1,домашний,9,пн,1,999,0,-,0,30496
30497,24,менеджмент,не женат/не замужем,высшее,0,0,0,мобильный,4,вт,2,999,0,-,0,30497
30498,48,администриратор,женат/замужем,среднее,0,0,1,домашний,5,вт,1,999,0,-,0,30498
30499,59,администриратор,женат/замужем,среднее,0,0,0,домашний,6,пн,4,999,0,-,0,30499
30500,59,пенсионер,женат/замужем,N/A,N/A,0,0,домашний,5,пн,1,999,0,-,0,30500
30501,24,рабочий,разведен,неоконченное среднее,0,0,0,мобильный,5,ср,1,999,0,-,0,30501
30502,37,безработный,женат/замужем,специальное,N/A,0,0,домашний,5,вт,1,999,0,-,1,30502
30503,27,техник/механик,женат/замужем,специальное,0,1,1,мобильный,4,ср,3,999,0,-,0,30503
30504,30,администриратор,женат/замужем,высшее,0,0,0,мобильный,5,чт,3,999,1,0,0,30504
30505,45,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,ср,5,999,0,-,0,30505
30506,35,администриратор,женат/замужем,высшее,0,N/A,N/A,домашний,7,чт,4,999,0,-,0,30506
30507,29,рабочий,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,5,ср,2,999,1,0,0,30507
30508,30,менеджмент,женат/замужем,высшее,0,0,1,мобильный,7,пн,5,999,0,-,0,30508
30509,46,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,7,чт,3,999,0,-,0,30509
30510,60,менеджмент,женат/замужем,высшее,0,0,0,мобильный,8,пт,3,999,0,-,0,30510
30511,46,техник/механик,разведен,специальное,0,1,1,мобильный,8,ср,5,999,0,-,0,30511
30512,40,техник/механик,женат/замужем,специальное,N/A,1,0,домашний,5,чт,1,999,0,-,0,30512
30513,37,техник/механик,женат/замужем,среднее,N/A,1,0,мобильный,8,чт,2,999,0,-,0,30513
30514,53,администриратор,женат/замужем,специальное,0,1,0,домашний,5,чт,2,999,0,-,0,30514
30515,30,техник/механик,женат/замужем,среднее,0,0,0,мобильный,8,вт,2,999,0,-,1,30515
30516,42,техник/механик,не женат/не замужем,специальное,0,0,0,мобильный,5,ср,2,999,0,-,1,30516
30517,33,техник/механик,женат/замужем,специальное,0,0,0,мобильный,8,чт,2,999,0,-,0,30517
30518,76,пенсионер,разведен,специальное,0,1,0,мобильный,12,вт,1,999,0,-,0,30518
30519,35,рабочий,разведен,неоконченное среднее,N/A,0,0,домашний,5,чт,1,999,0,-,0,30519
30520,31,сфера услуг,женат/замужем,среднее,0,1,0,домашний,5,чт,1,999,0,-,0,30520
30521,40,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,7,пн,2,999,0,-,0,30521
30522,28,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,10,вт,2,999,0,-,0,30522
30523,57,пенсионер,женат/замужем,специальное,0,1,0,мобильный,8,ср,4,999,0,-,0,30523
30524,39,администриратор,женат/замужем,высшее,0,1,0,домашний,6,пн,2,999,0,-,0,30524
30525,33,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,чт,1,999,0,-,1,30525
30526,39,сфера услуг,женат/замужем,среднее,0,1,0,домашний,5,пт,2,999,0,-,0,30526
30527,38,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,4,вт,1,999,0,-,1,30527
30528,50,техник/механик,женат/замужем,специальное,0,0,0,домашний,5,чт,1,999,0,-,0,30528
30529,47,сфера услуг,не женат/не замужем,среднее,0,0,0,мобильный,7,чт,1,999,0,-,0,30529
30530,55,сфера услуг,разведен,среднее,0,0,1,домашний,5,пн,3,999,0,-,0,30530
30531,57,менеджмент,разведен,высшее,0,N/A,N/A,домашний,11,пт,1,999,0,-,0,30531
30532,40,рабочий,женат/замужем,неоконченное среднее,N/A,N/A,N/A,мобильный,7,чт,2,999,0,-,0,30532
30533,48,администриратор,разведен,среднее,0,1,0,домашний,5,вт,2,999,0,-,0,30533
30534,28,администриратор,женат/замужем,высшее,0,1,0,мобильный,7,ср,2,999,0,-,0,30534
30535,34,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,пн,1,999,0,-,0,30535
30536,55,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,вт,10,999,0,-,0,30536
30537,53,менеджмент,женат/замужем,высшее,0,1,0,мобильный,5,ср,13,999,1,0,0,30537
30538,27,рабочий,женат/замужем,неоконченное среднее,N/A,0,0,домашний,6,ср,1,999,0,-,0,30538
30539,33,администриратор,женат/замужем,высшее,0,0,0,домашний,6,пн,4,999,0,-,0,30539
30540,30,техник/механик,не женат/не замужем,высшее,0,0,0,мобильный,5,пн,1,999,0,-,0,30540
30541,47,техник/механик,женат/замужем,неоконченное среднее,0,0,0,домашний,5,пн,3,999,0,-,0,30541
30542,28,рабочий,не женат/не замужем,высшее,0,N/A,N/A,мобильный,9,вт,1,999,0,-,1,30542
30543,41,менеджмент,женат/замужем,N/A,N/A,0,0,домашний,5,чт,1,999,0,-,0,30543
30544,31,техник/механик,женат/замужем,специальное,0,0,0,мобильный,8,пт,2,999,0,-,0,30544
30545,49,администриратор,не женат/не замужем,неоконченное среднее,0,1,1,мобильный,4,пт,2,999,0,-,0,30545
30546,42,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,6,пн,1,999,0,-,0,30546
30547,33,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,5,пт,1,999,0,-,0,30547
30548,44,менеджмент,женат/замужем,высшее,0,0,0,мобильный,8,чт,2,999,2,0,1,30548
30549,30,сфера услуг,женат/замужем,специальное,0,1,0,мобильный,11,ср,3,999,1,0,0,30549
30550,36,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,ср,1,999,0,-,0,30550
30551,58,пенсионер,женат/замужем,высшее,0,1,0,домашний,8,пн,1,999,0,-,0,30551
30552,58,сфера услуг,женат/замужем,среднее,N/A,0,0,мобильный,7,вт,1,999,0,-,0,30552
30553,50,техник/механик,женат/замужем,специальное,0,1,0,мобильный,7,вт,1,999,0,-,0,30553
30554,40,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,вт,1,999,0,-,0,30554
30555,32,администриратор,женат/замужем,специальное,N/A,1,0,мобильный,7,чт,7,999,0,-,0,30555
30556,29,администриратор,не женат/не замужем,среднее,0,1,0,домашний,5,вт,6,999,0,-,0,30556
30557,54,менеджмент,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,5,пн,1,999,0,-,0,30557
30558,29,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,3,пн,1,999,0,-,1,30558
30559,33,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,11,вт,1,999,0,-,0,30559
30560,49,безработный,женат/замужем,специальное,0,1,0,домашний,11,вт,1,999,0,-,1,30560
30561,42,менеджмент,разведен,N/A,0,1,0,мобильный,10,вт,1,999,0,-,0,30561
30562,33,рабочий,разведен,неоконченное среднее,N/A,0,0,мобильный,4,вт,1,999,0,-,0,30562
30563,45,сфера услуг,женат/замужем,среднее,N/A,1,0,мобильный,8,пн,2,999,0,-,0,30563
30564,29,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,вт,1,999,1,0,0,30564
30565,29,безработный,женат/замужем,высшее,0,1,0,мобильный,7,вт,3,999,0,-,0,30565
30566,32,сфера услуг,не женат/не замужем,высшее,0,1,0,мобильный,5,чт,1,999,1,0,0,30566
30567,31,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,ср,2,999,0,-,0,30567
30568,35,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,8,пн,1,999,0,-,0,30568
30569,41,рабочий,женат/замужем,неоконченное среднее,0,1,1,домашний,6,пт,3,999,0,-,0,30569
30570,41,сфера услуг,разведен,неоконченное среднее,0,1,0,домашний,6,пн,1,999,0,-,0,30570
30571,31,рабочий,не женат/не замужем,среднее,0,0,1,мобильный,7,ср,1,999,0,-,0,30571
30572,30,предприниматель,не женат/не замужем,среднее,0,0,0,домашний,5,чт,4,999,0,-,0,30572
30573,34,безработный,не женат/не замужем,специальное,0,0,0,мобильный,8,пт,2,2,1,1,1,30573
30574,56,пенсионер,разведен,среднее,0,1,0,домашний,7,пт,1,999,0,-,0,30574
30575,33,техник/механик,не женат/не замужем,высшее,0,0,0,мобильный,11,чт,1,999,0,-,0,30575
30576,49,техник/механик,женат/замужем,специальное,0,0,0,домашний,6,пн,1,999,0,-,0,30576
30577,35,домохозяйка,разведен,неоконченное среднее,0,1,0,мобильный,11,ср,1,999,0,-,0,30577
30578,59,пенсионер,разведен,неоконченное среднее,N/A,1,0,домашний,7,пт,8,999,0,-,1,30578
30579,66,домохозяйка,женат/замужем,среднее,0,1,0,мобильный,5,пт,1,999,0,-,0,30579
30580,40,администриратор,женат/замужем,специальное,N/A,0,0,мобильный,7,ср,3,999,0,-,0,30580
30581,30,администриратор,женат/замужем,высшее,0,1,1,мобильный,8,ср,3,999,0,-,0,30581
30582,38,сфера услуг,женат/замужем,среднее,0,1,1,мобильный,11,ср,3,999,0,-,0,30582
30583,34,техник/механик,женат/замужем,высшее,0,1,0,мобильный,11,ср,1,999,0,-,1,30583
30584,32,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,пн,1,999,1,0,0,30584
30585,34,техник/механик,разведен,специальное,0,0,0,домашний,6,пн,3,999,0,-,0,30585
30586,58,администриратор,разведен,высшее,0,0,0,мобильный,11,пт,1,999,0,-,0,30586
30587,36,рабочий,не женат/не замужем,неоконченное среднее,0,N/A,N/A,домашний,6,ср,7,999,0,-,0,30587
30588,35,самозанятый,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,пт,4,999,0,-,0,30588
30589,46,администриратор,женат/замужем,среднее,N/A,0,0,мобильный,4,пн,5,999,2,0,0,30589
30590,22,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,5,ср,2,999,0,-,0,30590
30591,33,техник/механик,разведен,специальное,0,0,1,мобильный,8,пн,1,999,0,-,0,30591
30592,36,менеджмент,женат/замужем,высшее,0,0,0,мобильный,4,пн,1,999,0,-,0,30592
30593,52,менеджмент,женат/замужем,высшее,N/A,0,0,домашний,5,пн,4,999,0,-,0,30593
30594,41,администриратор,разведен,среднее,0,N/A,N/A,мобильный,8,вт,1,999,0,-,1,30594
30595,50,рабочий,женат/замужем,N/A,N/A,0,0,мобильный,7,вт,1,999,0,-,0,30595
30596,24,рабочий,не женат/не замужем,среднее,0,1,0,мобильный,9,пн,1,999,3,0,0,30596
30597,49,самозанятый,женат/замужем,высшее,0,0,0,мобильный,7,вт,2,999,0,-,0,30597
30598,38,N/A,женат/замужем,N/A,0,1,1,мобильный,8,ср,4,999,0,-,0,30598
30599,40,техник/механик,женат/замужем,специальное,0,0,1,мобильный,8,пт,2,999,0,-,0,30599
30600,26,рабочий,не женат/не замужем,среднее,0,1,0,домашний,5,ср,1,999,0,-,0,30600
30601,50,администриратор,женат/замужем,высшее,0,1,1,мобильный,8,вт,4,999,0,-,0,30601
30602,32,техник/механик,не женат/не замужем,специальное,0,0,0,мобильный,5,пт,2,999,0,-,1,30602
30603,36,предприниматель,разведен,высшее,0,1,0,мобильный,11,пн,1,999,0,-,0,30603
30604,34,администриратор,женат/замужем,среднее,0,0,0,домашний,6,чт,1,999,0,-,0,30604
30605,32,техник/механик,разведен,специальное,0,0,0,мобильный,11,чт,1,999,0,-,0,30605
30606,36,сфера услуг,женат/замужем,среднее,0,1,0,мобильный,4,пн,2,999,0,-,0,30606
30607,37,самозанятый,разведен,высшее,0,1,1,домашний,5,пн,1,999,0,-,0,30607
30608,47,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,чт,2,999,0,-,0,30608
30609,34,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,ср,1,999,0,-,0,30609
30610,26,администриратор,не женат/не замужем,среднее,0,0,0,домашний,10,пт,2,4,1,1,1,30610
30611,45,администриратор,женат/замужем,высшее,0,0,0,мобильный,5,чт,2,999,0,-,0,30611
30612,21,администриратор,не женат/не замужем,среднее,0,0,1,мобильный,5,вт,1,999,0,-,0,30612
30613,52,менеджмент,разведен,высшее,0,0,0,домашний,5,ср,2,999,0,-,0,30613
30614,45,домохозяйка,женат/замужем,специальное,N/A,1,0,домашний,5,чт,2,999,0,-,1,30614
30615,33,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,5,вт,1,12,2,0,1,30615
30616,27,техник/механик,не женат/не замужем,среднее,0,1,0,мобильный,7,пн,11,999,0,-,0,30616
30617,57,администриратор,женат/замужем,высшее,0,1,1,домашний,5,пн,1,999,0,-,0,30617
30618,43,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,вт,2,999,0,-,0,30618
30619,45,рабочий,женат/замужем,без образования,N/A,0,1,домашний,5,пт,2,999,0,-,0,30619
30620,56,предприниматель,разведен,высшее,0,N/A,N/A,мобильный,4,ср,2,999,1,0,0,30620
30621,47,техник/механик,разведен,среднее,0,1,0,мобильный,7,вт,2,999,0,-,0,30621
30622,44,техник/механик,женат/замужем,специальное,0,1,0,домашний,6,чт,2,999,0,-,0,30622
30623,46,администриратор,женат/замужем,высшее,0,0,0,домашний,3,вт,1,3,1,1,0,30623
30624,43,домохозяйка,женат/замужем,неоконченное среднее,0,0,0,мобильный,7,ср,1,999,0,-,0,30624
30625,38,сфера услуг,женат/замужем,среднее,0,1,0,мобильный,4,ср,2,999,0,-,0,30625
30626,38,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,7,ср,17,999,0,-,0,30626
30627,37,рабочий,женат/замужем,среднее,0,0,0,домашний,5,пт,1,999,0,-,0,30627
30628,34,рабочий,женат/замужем,неоконченное среднее,N/A,0,1,домашний,7,пн,3,999,0,-,0,30628
30629,55,домохозяйка,женат/замужем,специальное,0,1,1,домашний,5,пт,1,999,0,-,0,30629
30630,21,учащийся,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,3,ср,1,6,1,1,1,30630
30631,32,администриратор,не женат/не замужем,среднее,0,1,0,мобильный,5,вт,1,999,1,0,0,30631
30632,28,сфера услуг,женат/замужем,среднее,0,0,0,мобильный,7,чт,1,999,0,-,0,30632
30633,49,сфера услуг,разведен,среднее,0,0,0,домашний,5,ср,6,999,0,-,0,30633
30634,53,техник/механик,женат/замужем,специальное,N/A,1,0,мобильный,8,вт,1,999,0,-,0,30634
30635,43,безработный,женат/замужем,высшее,N/A,N/A,N/A,домашний,5,чт,2,999,0,-,0,30635
30636,36,администриратор,женат/замужем,специальное,0,1,0,мобильный,8,пт,1,999,0,-,0,30636
30637,29,сфера услуг,разведен,среднее,0,0,0,домашний,5,вт,3,999,0,-,0,30637
30638,50,техник/механик,женат/замужем,среднее,0,1,0,мобильный,12,пн,1,999,1,0,1,30638
30639,28,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,7,пт,2,999,0,-,0,30639
30640,56,менеджмент,женат/замужем,специальное,0,0,0,мобильный,7,ср,2,999,0,-,0,30640
30641,53,домохозяйка,женат/замужем,N/A,0,1,0,мобильный,11,вт,5,999,0,-,0,30641
30642,37,администриратор,женат/замужем,высшее,N/A,1,0,домашний,6,ср,10,999,0,-,0,30642
30643,33,сфера услуг,женат/замужем,среднее,0,1,0,мобильный,6,ср,2,12,2,1,1,30643
30644,33,техник/механик,разведен,специальное,0,1,0,домашний,5,пн,3,999,0,-,0,30644
30645,53,пенсионер,женат/замужем,неоконченное среднее,0,0,0,домашний,4,вт,3,999,0,-,0,30645
30646,45,сфера услуг,разведен,среднее,0,0,0,мобильный,7,пн,1,999,0,-,0,30646
30647,25,администриратор,не женат/не замужем,среднее,0,0,0,домашний,6,пн,1,999,0,-,0,30647
30648,49,администриратор,женат/замужем,среднее,0,1,0,мобильный,5,чт,1,999,1,0,1,30648
30649,24,администриратор,не женат/не замужем,среднее,N/A,1,0,мобильный,7,вт,1,999,0,-,0,30649
30650,60,N/A,женат/замужем,высшее,0,0,1,домашний,5,вт,1,999,0,-,0,30650
30651,35,администриратор,женат/замужем,высшее,0,1,1,домашний,5,пн,1,999,0,-,0,30651
30652,29,администриратор,женат/замужем,неоконченное среднее,0,1,0,домашний,11,пт,1,999,0,-,1,30652
30653,48,рабочий,разведен,неоконченное среднее,N/A,0,0,домашний,5,чт,2,999,0,-,0,30653
30654,39,администриратор,женат/замужем,высшее,0,0,0,домашний,5,чт,3,999,0,-,0,30654
30655,31,предприниматель,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пт,1,999,0,-,0,30655
30656,43,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,пн,6,999,0,-,0,30656
30657,29,рабочий,женат/замужем,N/A,0,1,0,мобильный,7,ср,1,999,0,-,0,30657
30658,27,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,5,пт,1,999,1,0,0,30658
30659,53,техник/механик,женат/замужем,специальное,N/A,0,0,домашний,6,пт,6,999,0,-,0,30659
30660,39,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,ср,2,999,0,-,0,30660
30661,34,администриратор,женат/замужем,высшее,0,0,0,мобильный,8,пн,1,999,0,-,1,30661
30662,33,менеджмент,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,5,чт,3,999,0,-,0,30662
30663,32,менеджмент,разведен,высшее,0,1,0,мобильный,5,чт,1,999,0,-,0,30663
30664,55,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,6,пн,2,999,0,-,0,30664
30665,27,учащийся,не женат/не замужем,среднее,0,0,0,домашний,10,чт,1,999,0,-,1,30665
30666,24,учащийся,не женат/не замужем,высшее,0,1,1,домашний,5,пт,3,999,0,-,0,30666
30667,55,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,вт,2,999,0,-,0,30667
30668,55,администриратор,женат/замужем,высшее,0,1,0,мобильный,4,пн,1,999,1,0,0,30668
30669,47,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,пт,1,999,0,-,0,30669
30670,53,предприниматель,разведен,высшее,0,1,0,мобильный,7,ср,5,999,0,-,0,30670
30671,34,техник/механик,не женат/не замужем,высшее,0,1,0,мобильный,8,ср,1,999,0,-,0,30671
30672,33,администриратор,женат/замужем,среднее,0,1,0,мобильный,11,чт,2,999,0,-,0,30672
30673,50,самозанятый,женат/замужем,высшее,0,0,0,домашний,5,ср,1,999,0,-,0,30673
30674,32,предприниматель,разведен,высшее,0,0,0,домашний,5,ср,1,999,0,-,0,30674
30675,52,безработный,разведен,среднее,0,0,0,мобильный,8,чт,2,999,0,-,0,30675
30676,30,техник/механик,разведен,специальное,0,1,0,домашний,5,вт,1,999,0,-,0,30676
30677,35,администриратор,женат/замужем,высшее,0,1,0,домашний,5,пн,1,999,0,-,0,30677
30678,35,рабочий,женат/замужем,среднее,0,1,1,мобильный,7,пн,3,999,0,-,0,30678
30679,29,администриратор,разведен,специальное,0,1,1,мобильный,5,пн,6,999,0,-,0,30679
30680,30,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,5,пт,1,999,0,-,0,30680
30681,37,администриратор,женат/замужем,среднее,0,0,0,домашний,6,пн,2,999,0,-,0,30681
30682,33,техник/механик,не женат/не замужем,высшее,0,0,0,мобильный,5,пн,4,999,0,-,0,30682
30683,33,предприниматель,женат/замужем,высшее,0,1,0,домашний,6,чт,2,999,0,-,0,30683
30684,52,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,5,пн,3,999,0,-,0,30684
30685,31,техник/механик,женат/замужем,специальное,0,0,0,мобильный,5,пт,2,999,0,-,0,30685
30686,41,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,пт,1,999,0,-,0,30686
30687,27,сфера услуг,не женат/не замужем,высшее,0,1,0,мобильный,4,вт,1,999,0,-,0,30687
30688,31,администриратор,не женат/не замужем,высшее,0,1,0,домашний,5,чт,4,999,0,-,0,30688
30689,48,сфера услуг,разведен,среднее,0,0,1,домашний,7,пн,7,999,0,-,0,30689
30690,35,безработный,женат/замужем,высшее,0,0,0,домашний,6,пт,2,999,0,-,0,30690
30691,33,сфера услуг,женат/замужем,высшее,N/A,0,0,мобильный,8,вт,8,999,0,-,0,30691
30692,44,домохозяйка,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пн,4,999,0,-,0,30692
30693,37,администриратор,не женат/не замужем,среднее,N/A,0,0,мобильный,5,чт,1,999,0,-,0,30693
30694,50,менеджмент,разведен,высшее,N/A,0,0,домашний,4,пн,6,999,1,0,1,30694
30695,42,администриратор,разведен,высшее,0,1,0,домашний,6,ср,1,999,0,-,0,30695
30696,48,менеджмент,женат/замужем,высшее,N/A,1,0,домашний,5,вт,2,999,0,-,0,30696
30697,25,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,12,пт,2,999,0,-,0,30697
